SpectraSuite Data File
++++++++++++++++++++++++++++++++++++
Date: Thu Sep 05 10:53:18 EST 2013
User: root
Dark Spectrum Present: No
Reference Spectrum Present: No
Number of Sampled Component Spectra: 1
Spectrometers: USB2G39202
Integration Time (usec): 400000 (USB2G39202)
Spectra Averaged: 1 (USB2G39202)
Boxcar Smoothing: 0 (USB2G39202)
Correct for Electrical Dark: No (USB2G39202)
Strobe/Lamp Enabled: No (USB2G39202)
Correct for Detector Non-linearity: No (USB2G39202)
Correct for Stray Light: No (USB2G39202)
Number of Pixels in Processed Spectrum: 2048
>>>>>Begin Processed Spectral Data<<<<<
174.98	0.00
175.37	100.00
175.76	101.00
176.16	102.00
176.55	102.00
176.94	108.00
177.33	107.00
177.72	107.00
178.11	107.00
178.50	105.00
178.89	104.00
179.28	107.00
179.67	107.00
180.07	105.00
180.46	107.00
180.85	106.00
181.24	108.00
181.63	111.00
182.02	109.00
182.41	107.00
182.80	107.00
183.19	107.00
183.58	104.00
183.97	105.00
184.36	106.00
184.75	106.00
185.14	108.00
185.53	109.00
185.92	106.00
186.31	106.00
186.70	107.00
187.09	107.00
187.48	108.00
187.87	116.00
188.26	109.00
188.65	106.00
189.04	107.00
189.43	109.00
189.82	106.00
190.21	109.00
190.60	107.00
190.99	106.00
191.38	107.00
191.77	105.00
192.16	107.00
192.55	110.00
192.94	110.00
193.33	110.00
193.72	108.00
194.11	107.00
194.50	108.00
194.89	107.00
195.27	108.00
195.66	107.00
196.05	107.00
196.44	108.00
196.83	105.00
197.22	104.00
197.61	104.00
198.00	106.00
198.39	107.00
198.78	109.00
199.16	107.00
199.55	107.00
199.94	107.00
200.33	108.00
200.72	109.00
201.11	106.00
201.50	106.00
201.88	108.00
202.27	106.00
202.66	105.00
203.05	106.00
203.44	108.00
203.83	106.00
204.21	108.00
204.60	107.00
204.99	107.00
205.38	112.00
205.77	108.00
206.15	108.00
206.54	109.00
206.93	108.00
207.32	109.00
207.71	108.00
208.09	108.00
208.48	109.00
208.87	109.00
209.26	110.00
209.64	108.00
210.03	108.00
210.42	111.00
210.81	109.00
211.19	108.00
211.58	110.00
211.97	109.00
212.36	108.00
212.74	110.00
213.13	109.00
213.52	108.00
213.90	108.00
214.29	109.00
214.68	109.00
215.06	108.00
215.45	106.00
215.84	111.00
216.23	110.00
216.61	109.00
217.00	109.00
217.39	109.00
217.77	111.00
218.16	110.00
218.55	108.00
218.93	107.00
219.32	106.00
219.70	107.00
220.09	107.00
220.48	107.00
220.86	108.00
221.25	105.00
221.64	111.00
222.02	108.00
222.41	107.00
222.79	110.00
223.18	107.00
223.57	106.00
223.95	108.00
224.34	108.00
224.72	108.00
225.11	110.00
225.50	108.00
225.88	113.00
226.27	109.00
226.65	107.00
227.04	110.00
227.42	108.00
227.81	109.00
228.20	108.00
228.58	111.00
228.97	113.00
229.35	110.00
229.74	110.00
230.12	110.00
230.51	109.00
230.89	108.00
231.28	107.00
231.66	109.00
232.05	109.00
232.43	107.00
232.82	106.00
233.20	107.00
233.59	109.00
233.97	110.00
234.36	107.00
234.74	107.00
235.13	106.00
235.51	109.00
235.90	108.00
236.28	108.00
236.67	109.00
237.05	108.00
237.43	109.00
237.82	111.00
238.20	110.00
238.59	109.00
238.97	111.00
239.36	110.00
239.74	111.00
240.12	110.00
240.51	110.00
240.89	110.00
241.28	109.00
241.66	110.00
242.04	111.00
242.43	110.00
242.81	110.00
243.20	108.00
243.58	106.00
243.96	109.00
244.35	109.00
244.73	108.00
245.11	109.00
245.50	106.00
245.88	106.00
246.27	107.00
246.65	109.00
247.03	109.00
247.42	110.00
247.80	108.00
248.18	105.00
248.56	109.00
248.95	108.00
249.33	113.00
249.71	112.00
250.10	112.00
250.48	107.00
250.86	109.00
251.25	108.00
251.63	108.00
252.01	110.00
252.39	109.00
252.78	108.00
253.16	109.00
253.54	111.00
253.93	113.00
254.31	110.00
254.69	110.00
255.07	109.00
255.46	113.00
255.84	111.00
256.22	110.00
256.60	109.00
256.98	113.00
257.37	111.00
257.75	109.00
258.13	109.00
258.51	109.00
258.89	108.00
259.28	109.00
259.66	109.00
260.04	112.00
260.42	109.00
260.80	110.00
261.19	112.00
261.57	110.00
261.95	110.00
262.33	109.00
262.71	127.00
263.09	112.00
263.48	110.00
263.86	110.00
264.24	108.00
264.62	108.00
265.00	110.00
265.38	109.00
265.76	110.00
266.15	112.00
266.53	110.00
266.91	114.00
267.29	112.00
267.67	113.00
268.05	108.00
268.43	110.00
268.81	123.00
269.19	115.00
269.57	107.00
269.96	107.00
270.34	106.00
270.72	107.00
271.10	108.00
271.48	107.00
271.86	109.00
272.24	106.00
272.62	106.00
273.00	108.00
273.38	111.00
273.76	111.00
274.14	111.00
274.52	112.00
274.90	108.00
275.28	111.00
275.66	112.00
276.04	110.00
276.42	109.00
276.80	109.00
277.18	108.00
277.56	115.00
277.94	112.00
278.32	122.00
278.70	114.00
279.08	109.00
279.46	109.00
279.84	109.00
280.22	109.00
280.60	112.00
280.98	111.00
281.36	112.00
281.74	108.00
282.12	106.00
282.50	109.00
282.88	109.00
283.26	108.00
283.63	109.00
284.01	110.00
284.39	109.00
284.77	107.00
285.15	108.00
285.53	111.00
285.91	110.00
286.29	111.00
286.67	109.00
287.05	110.00
287.42	110.00
287.80	108.00
288.18	109.00
288.56	110.00
288.94	109.00
289.32	110.00
289.70	112.00
290.07	110.00
290.45	111.00
290.83	111.00
291.21	109.00
291.59	107.00
291.97	110.00
292.34	114.00
292.72	115.00
293.10	113.00
293.48	109.00
293.86	107.00
294.24	109.00
294.61	123.00
294.99	121.00
295.37	115.00
295.75	108.00
296.12	105.00
296.50	107.00
296.88	110.00
297.26	111.00
297.64	112.00
298.01	110.00
298.39	109.00
298.77	110.00
299.15	109.00
299.52	109.00
299.90	110.00
300.28	112.00
300.65	110.00
301.03	110.00
301.41	110.00
301.79	111.00
302.16	109.00
302.54	109.00
302.92	108.00
303.29	110.00
303.67	112.00
304.05	110.00
304.42	111.00
304.80	109.00
305.18	111.00
305.56	109.00
305.93	110.00
306.31	110.00
306.69	109.00
307.06	114.00
307.44	123.00
307.81	117.00
308.19	110.00
308.57	109.00
308.94	109.00
309.32	109.00
309.70	110.00
310.07	107.00
310.45	108.00
310.82	108.00
311.20	110.00
311.58	110.00
311.95	110.00
312.33	110.00
312.70	110.00
313.08	108.00
313.46	106.00
313.83	105.00
314.21	108.00
314.58	113.00
314.96	111.00
315.33	110.00
315.71	107.00
316.09	108.00
316.46	107.00
316.84	104.00
317.21	108.00
317.59	109.00
317.96	110.00
318.34	106.00
318.71	107.00
319.09	109.00
319.46	108.00
319.84	112.00
320.21	108.00
320.59	108.00
320.96	109.00
321.34	109.00
321.71	107.00
322.09	109.00
322.46	108.00
322.84	113.00
323.21	111.00
323.59	109.00
323.96	110.00
324.34	111.00
324.71	110.00
325.08	111.00
325.46	108.00
325.83	110.00
326.21	110.00
326.58	109.00
326.96	113.00
327.33	109.00
327.70	108.00
328.08	107.00
328.45	108.00
328.83	107.00
329.20	117.00
329.57	112.00
329.95	109.00
330.32	109.00
330.70	109.00
331.07	109.00
331.44	109.00
331.82	109.00
332.19	107.00
332.56	115.00
332.94	111.00
333.31	113.00
333.69	111.00
334.06	110.00
334.43	110.00
334.81	111.00
335.18	116.00
335.55	109.00
335.92	108.00
336.30	108.00
336.67	110.00
337.04	110.00
337.42	110.00
337.79	117.00
338.16	112.00
338.54	108.00
338.91	111.00
339.28	110.00
339.65	108.00
340.03	107.00
340.40	110.00
340.77	112.00
341.15	110.00
341.52	109.00
341.89	106.00
342.26	108.00
342.64	108.00
343.01	112.00
343.38	110.00
343.75	110.00
344.12	108.00
344.50	105.00
344.87	106.00
345.24	109.00
345.61	108.00
345.98	110.00
346.36	109.00
346.73	109.00
347.10	107.00
347.47	110.00
347.84	112.00
348.22	110.00
348.59	107.00
348.96	107.00
349.33	108.00
349.70	104.00
350.07	108.00
350.45	110.00
350.82	110.00
351.19	111.00
351.56	112.00
351.93	109.00
352.30	112.00
352.67	108.00
353.05	104.00
353.42	105.00
353.79	107.00
354.16	111.00
354.53	113.00
354.90	112.00
355.27	116.00
355.64	111.00
356.01	110.00
356.38	110.00
356.75	110.00
357.13	112.00
357.50	108.00
357.87	112.00
358.24	111.00
358.61	106.00
358.98	104.00
359.35	106.00
359.72	107.00
360.09	114.00
360.46	110.00
360.83	109.00
361.20	108.00
361.57	109.00
361.94	107.00
362.31	107.00
362.68	106.00
363.05	107.00
363.42	107.00
363.79	106.00
364.16	111.00
364.53	110.00
364.90	111.00
365.27	110.00
365.64	109.00
366.01	110.00
366.38	108.00
366.75	109.00
367.12	110.00
367.49	108.00
367.86	107.00
368.23	107.00
368.60	107.00
368.97	109.00
369.34	110.00
369.70	110.00
370.07	108.00
370.44	108.00
370.81	107.00
371.18	123.00
371.55	122.00
